timestamp,frame_index,structural_dx_pixels,structural_dy_pixels,structural_displacement_pixels,velocity_x_pixels_s,velocity_y_pixels_s,velocity_magnitude_pixels_s,acceleration_x_pixels_s2,acceleration_y_pixels_s2,acceleration_magnitude_pixels_s2,optical_dominant_frequency_hz,valid_feature_count,tracking_quality,camera_fps
0.0,1,0.082198710911623,-0.025928186554450575,0.04784509661500046,2.46596132734869,-0.7778455966335173,2.5857318190758813,-33.71376596177984,39.815647417830476,52.1718678468258,3.65,44,GOOD,30.0
0.033444816053511704,2,0.044738970954089845,0.018311421687583287,0.050774054851301466,1.3421691286226953,0.5493426506274987,1.4502397448788429,-45.90671701050648,29.73419530153448,54.69505495849255,3.65,44,GOOD,30.0
0.06688963210702341,3,-0.019816215778391405,0.04014780300451493,0.050181475924057826,-0.5944864733517422,1.204434090135448,1.343158830696726,-25.643000390557077,-17.406209983247994,30.992573546109924,3.65,44,GOOD,30.0
0.1003344481605351,4,-0.012245474358259215,-0.0203690449418567,0.04418225050489605,-0.36736423074777647,-0.611071348255701,0.7129969640131336,2.8106240571402115,-30.277616943092916,30.40779004372469,3.65,44,GOOD,30.0
0.13377926421404682,5,-0.013570384540302047,-0.02713579020235821,0.02333033921232052,-0.40711153620906143,-0.8140737060707464,0.91019547451647,-4.292800024026888,14.465848480131276,15.08936394605159,3.65,44,GOOD,30.0
0.16722408026755853,6,-0.021785029967207853,0.011777285013990585,0.03292722061668506,-0.6535508990162356,0.35331855041971755,0.7429419732897182,24.438817518880843,14.286728186627155,28.30841578046578,3.65,44,GOOD,30.0
0.2006688963210702,7,0.04073809883498871,0.00461249465681324,0.02686261916031777,1.2221429650496614,0.1383748397043972,1.2299516345302344,11.499918975697309,4.940925381323494,12.516424412403477,3.65,44,GOOD,30.0
0.23411371237458192,8,0.0037703455343417198,0.02275711919470946,0.05020720551402883,0.1131103660302516,0.6827135758412838,0.6920200730769952,-17.68431140519121,-2.534508087122426,17.86501052671016,3.65,44,GOOD,30.0
0.26755852842809363,9,0.0014396290456749096,-0.0010197455367921507,0.05738746207107844,0.04318887137024729,-0.03059236610376452,0.05292609445313839,-4.268648291737677,-19.766643358687286,20.22230322955551,3.65,44,GOOD,30.0
0.3010033444816053,10,-0.005715539558408674,-0.021168754935706732,0.053165648471696254,-0.17146618675226022,-0.6350626480712019,0.6578033294036815,-15.371319884359636,6.905507318381472,16.8512167605645,3.65,44,GOOD,30.0
