timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,0.215109,0.005411,0.245000,0.125000,0.035000,CRITICAL
0.010000,0.172914,-0.049020,0.150000,0.025000,0.025000,CRITICAL
0.020000,0.122284,-0.099321,0.180000,0.080000,0.037500,CRITICAL
0.030000,0.067842,0.062963,0.070000,0.035000,-0.010000,CRITICAL
0.040000,0.026265,0.170367,0.040000,0.025000,0.015000,CRITICAL
0.050000,0.004433,0.169109,0.025000,0.040000,0.012500,CRITICAL
0.060000,-0.005579,0.151712,-0.020000,0.040000,-0.010000,CRITICAL
0.070000,-0.008846,0.322537,-0.005000,0.090000,0.007500,CRITICAL
0.080000,0.021745,0.242125,0.045000,0.050000,-0.007500,CRITICAL
0.090000,0.086235,0.097700,0.075000,0.020000,0.010000,CRITICAL
0.100000,0.149065,-0.091022,0.180000,0.080000,0.032500,CRITICAL
0.110000,0.199913,-0.088787,0.245000,0.055000,0.047500,CRITICAL
0.120000,0.241006,-0.150227,0.215000,0.080000,0.037500,CRITICAL
0.130000,0.279278,-0.016836,0.300000,0.050000,0.045000,CRITICAL
0.140000,0.321503,-0.068442,0.295000,0.120000,0.060000,CRITICAL
0.150000,0.354484,-0.115165,0.370000,0.040000,0.040000,CRITICAL
0.160000,0.373222,-0.010783,0.385000,0.085000,0.030000,CRITICAL
0.170000,0.397090,0.083006,0.445000,0.095000,0.050000,CRITICAL
0.180000,0.431588,-0.051959,0.455000,0.090000,0.080000,CRITICAL
0.190000,0.462762,-0.113040,0.495000,0.085000,0.070000,CRITICAL
0.200000,0.477691,-0.172908,0.525000,0.060000,0.055000,CRITICAL
0.210000,0.474262,0.102120,0.495000,0.065000,0.067500,CRITICAL
0.220000,0.478314,0.104308,0.485000,0.055000,0.077500,CRITICAL
0.230000,0.508911,-0.029205,0.555000,0.100000,0.072500,CRITICAL
0.240000,0.548930,-0.205319,0.505000,0.110000,0.100000,CRITICAL
0.250000,0.567899,-0.405558,0.555000,0.110000,0.097500,CRITICAL
0.260000,0.548432,-0.439472,0.555000,0.095000,0.057500,CRITICAL
0.270000,0.490082,-0.231288,0.565000,0.050000,0.090000,CRITICAL
0.280000,0.401971,0.016791,0.470000,0.045000,0.040000,CRITICAL
0.290000,0.316934,0.313571,0.325000,0.110000,0.040000,CRITICAL
0.300000,0.264751,0.282095,0.275000,0.015000,0.047500,CRITICAL
0.310000,0.241875,0.217756,0.240000,0.075000,0.017500,CRITICAL
0.320000,0.234612,0.033288,0.275000,0.090000,0.000000,CRITICAL
0.330000,0.233119,0.032943,0.235000,0.085000,0.035000,CRITICAL
0.340000,0.231043,0.154548,0.250000,0.105000,0.037500,CRITICAL
0.350000,0.232276,0.037756,0.240000,0.110000,0.032500,CRITICAL
0.360000,0.240652,-0.144317,0.255000,0.070000,0.015000,CRITICAL
0.370000,0.237423,-0.212963,0.220000,0.060000,0.027500,CRITICAL
0.380000,0.207437,-0.114771,0.245000,0.095000,0.025000,CRITICAL
0.390000,0.171955,0.031973,0.175000,0.025000,0.017500,CRITICAL
0.400000,0.144810,-0.024173,0.200000,0.070000,0.017500,CRITICAL
0.410000,0.121026,0.135232,0.160000,0.045000,0.020000,CRITICAL
0.420000,0.110598,0.092096,0.175000,0.095000,-0.007500,CRITICAL
0.430000,0.107907,0.009380,0.150000,0.070000,0.037500,CRITICAL
0.440000,0.098411,0.056565,0.110000,0.055000,-0.000000,CRITICAL
0.450000,0.092590,-0.090894,0.090000,0.050000,-0.005000,CRITICAL
0.460000,0.087994,0.027226,0.065000,0.090000,-0.002500,CRITICAL
0.470000,0.076348,-0.033026,0.085000,0.055000,-0.002500,CRITICAL
0.480000,0.063939,-0.000678,0.095000,0.020000,0.005000,CRITICAL
0.490000,0.049560,-0.101340,0.090000,0.025000,-0.020000,CRITICAL
0.500000,0.028723,-0.069621,0.060000,0.080000,0.020000,CRITICAL
0.510000,-0.000191,-0.095382,0.035000,0.040000,-0.020000,CRITICAL
0.520000,-0.038246,-0.047311,-0.055000,0.025000,-0.025000,CRITICAL
0.530000,-0.084362,-0.118041,-0.090000,0.055000,-0.010000,CRITICAL
0.540000,-0.135154,0.060071,-0.120000,0.040000,-0.030000,CRITICAL
0.550000,-0.191957,0.109714,-0.175000,0.030000,-0.020000,CRITICAL
0.560000,-0.243854,0.330453,-0.215000,0.090000,-0.047500,CRITICAL
0.570000,-0.267618,0.372406,-0.235000,0.010000,-0.042500,CRITICAL
0.580000,-0.257814,0.420337,-0.230000,-0.005000,-0.042500,CRITICAL
0.590000,-0.208667,0.429421,-0.185000,-0.005000,-0.040000,CRITICAL
