timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,0.594298,-0.062148,0.600000,0.085000,0.095000,CRITICAL
0.010000,0.417476,-0.057376,0.405000,0.020000,0.055000,CRITICAL
0.020000,0.224467,-0.017549,0.235000,0.065000,0.025000,CRITICAL
0.030000,0.016778,0.041651,0.025000,-0.025000,-0.017500,CRITICAL
0.040000,-0.186796,0.225474,-0.180000,-0.035000,-0.030000,CRITICAL
0.050000,-0.361668,0.359882,-0.380000,-0.085000,-0.060000,CRITICAL
0.060000,-0.501810,0.311032,-0.515000,-0.075000,-0.075000,CRITICAL
0.070000,-0.608836,0.311004,-0.600000,-0.110000,-0.090000,CRITICAL
0.080000,-0.689064,0.177551,-0.720000,-0.090000,-0.080000,CRITICAL
0.090000,-0.746304,0.184904,-0.710000,-0.070000,-0.090000,CRITICAL
0.100000,-0.780923,0.090778,-0.775000,-0.105000,-0.110000,CRITICAL
0.110000,-0.803219,0.043897,-0.795000,-0.155000,-0.090000,CRITICAL
0.120000,-0.812672,0.101359,-0.835000,-0.160000,-0.117500,CRITICAL
0.130000,-0.809912,0.087633,-0.820000,-0.150000,-0.112500,CRITICAL
0.140000,-0.801130,0.253644,-0.810000,-0.075000,-0.127500,CRITICAL
0.150000,-0.765712,0.345571,-0.805000,-0.135000,-0.115000,CRITICAL
0.160000,-0.687507,0.134354,-0.710000,-0.170000,-0.055000,CRITICAL
0.170000,-0.587659,0.132857,-0.555000,-0.120000,-0.100000,CRITICAL
0.180000,-0.485465,0.117940,-0.510000,-0.080000,-0.077500,CRITICAL
0.190000,-0.372369,0.142307,-0.365000,-0.090000,-0.050000,CRITICAL
0.200000,-0.240148,0.043607,-0.215000,-0.035000,-0.060000,CRITICAL
0.210000,-0.098032,-0.038364,-0.105000,-0.010000,-0.002500,CRITICAL
0.220000,0.033654,-0.165672,0.045000,-0.045000,0.015000,CRITICAL
0.230000,0.142870,-0.178142,0.140000,0.020000,0.025000,CRITICAL
0.240000,0.238483,-0.027736,0.230000,-0.025000,0.017500,CRITICAL
0.250000,0.331837,0.056701,0.360000,0.050000,0.035000,CRITICAL
0.260000,0.429265,-0.047624,0.425000,0.005000,0.055000,CRITICAL
0.270000,0.528417,-0.250865,0.480000,0.065000,0.082500,CRITICAL
0.280000,0.603431,-0.470797,0.580000,0.035000,0.115000,CRITICAL
0.290000,0.621319,-0.544948,0.615000,0.020000,0.080000,CRITICAL
0.300000,0.572676,-0.469961,0.590000,0.030000,0.075000,CRITICAL
0.310000,0.472999,-0.363895,0.455000,0.025000,0.057500,CRITICAL
0.320000,0.338677,-0.185512,0.370000,-0.020000,0.055000,CRITICAL
0.330000,0.183520,-0.083402,0.140000,-0.000000,0.012500,CRITICAL
0.340000,0.026290,0.012593,0.010000,-0.065000,0.010000,CRITICAL
0.350000,-0.125365,0.147520,-0.125000,-0.085000,0.002500,CRITICAL
0.360000,-0.267058,0.139453,-0.275000,-0.070000,-0.042500,CRITICAL
0.370000,-0.389654,0.128190,-0.405000,-0.070000,-0.050000,CRITICAL
0.380000,-0.500052,0.271224,-0.480000,-0.125000,-0.067500,CRITICAL
0.390000,-0.593551,0.415965,-0.625000,-0.105000,-0.095000,CRITICAL
0.400000,-0.637679,0.594864,-0.655000,-0.085000,-0.095000,CRITICAL
0.410000,-0.619598,0.406651,-0.630000,-0.115000,-0.090000,CRITICAL
0.420000,-0.558160,0.161470,-0.600000,-0.125000,-0.095000,CRITICAL
0.430000,-0.487924,-0.102721,-0.490000,-0.075000,-0.080000,CRITICAL
0.440000,-0.435439,-0.185550,-0.435000,-0.055000,-0.045000,CRITICAL
0.450000,-0.402700,-0.135116,-0.400000,-0.100000,-0.055000,CRITICAL
0.460000,-0.372953,0.115973,-0.350000,-0.085000,-0.060000,CRITICAL
0.470000,-0.322816,0.327201,-0.340000,-0.095000,-0.035000,CRITICAL
0.480000,-0.240220,0.322497,-0.220000,-0.060000,-0.025000,CRITICAL
0.490000,-0.118656,0.334364,-0.115000,-0.035000,-0.027500,CRITICAL
0.500000,0.038019,0.181590,0.025000,-0.060000,0.007500,CRITICAL
0.510000,0.207199,-0.127568,0.180000,0.025000,-0.000000,CRITICAL
0.520000,0.366137,-0.251155,0.390000,-0.005000,0.052500,CRITICAL
0.530000,0.498882,-0.369668,0.455000,0.005000,0.092500,CRITICAL
0.540000,0.591250,-0.343556,0.605000,0.035000,0.090000,CRITICAL
0.550000,0.639667,-0.291220,0.640000,0.030000,0.090000,CRITICAL
0.560000,0.655437,-0.369629,0.680000,0.030000,0.105000,CRITICAL
0.570000,0.641274,-0.355825,0.620000,-0.035000,0.072500,CRITICAL
0.580000,0.586457,-0.336133,0.545000,0.070000,0.107500,CRITICAL
0.590000,0.492232,-0.250327,0.495000,0.020000,0.085000,CRITICAL
0.600000,0.380018,-0.045345,0.390000,-0.005000,0.072500,CRITICAL
0.610000,0.264919,-0.007307,0.280000,0.010000,0.020000,CRITICAL
0.620000,0.144289,-0.136805,0.145000,-0.040000,0.010000,CRITICAL
0.630000,0.014305,-0.053905,0.005000,-0.060000,0.000000,CRITICAL
0.640000,-0.125637,-0.050746,-0.135000,-0.035000,-0.032500,CRITICAL
0.650000,-0.270806,0.089044,-0.260000,-0.105000,-0.022500,CRITICAL
0.660000,-0.413444,0.148379,-0.445000,-0.105000,-0.057500,CRITICAL
0.670000,-0.548855,0.177859,-0.550000,-0.095000,-0.095000,CRITICAL
0.680000,-0.668618,0.304512,-0.665000,-0.130000,-0.082500,CRITICAL
0.690000,-0.752708,0.436007,-0.715000,-0.135000,-0.100000,CRITICAL
0.700000,-0.794293,0.363480,-0.800000,-0.180000,-0.107500,CRITICAL
0.710000,-0.798679,0.406304,-0.820000,-0.200000,-0.120000,CRITICAL
0.720000,-0.762114,0.211620,-0.720000,-0.130000,-0.100000,CRITICAL
0.730000,-0.693289,0.027936,-0.685000,-0.120000,-0.092500,CRITICAL
0.740000,-0.615334,-0.047575,-0.590000,-0.095000,-0.092500,CRITICAL
0.750000,-0.553303,-0.078885,-0.570000,-0.075000,-0.060000,CRITICAL
0.760000,-0.505064,0.029884,-0.540000,-0.115000,-0.067500,CRITICAL
0.770000,-0.448679,0.095681,-0.455000,-0.100000,-0.055000,CRITICAL
0.780000,-0.378692,0.186694,-0.365000,-0.075000,-0.047500,CRITICAL
0.790000,-0.291356,0.130952,-0.270000,-0.130000,-0.040000,CRITICAL
0.800000,-0.187265,0.165389,-0.160000,-0.085000,-0.030000,CRITICAL
0.810000,-0.066965,0.095731,-0.080000,-0.075000,-0.005000,CRITICAL
0.820000,0.069587,-0.231023,0.075000,-0.040000,-0.002500,CRITICAL
0.830000,0.188347,-0.549540,0.150000,0.005000,0.040000,CRITICAL
0.840000,0.248623,-0.476940,0.225000,-0.030000,0.037500,CRITICAL
0.850000,0.262685,-0.121140,0.255000,-0.045000,0.042500,CRITICAL
0.860000,0.275453,-0.046175,0.275000,-0.050000,0.050000,CRITICAL
0.870000,0.301582,-0.047672,0.335000,-0.050000,0.050000,CRITICAL
0.880000,0.318560,-0.278067,0.340000,-0.020000,0.050000,CRITICAL
0.890000,0.303114,-0.318540,0.340000,-0.085000,0.030000,CRITICAL
0.900000,0.255930,-0.300815,0.220000,-0.005000,0.062500,CRITICAL
0.910000,0.184171,-0.333800,0.195000,-0.035000,0.020000,CRITICAL
0.920000,0.078830,-0.180316,0.055000,-0.060000,-0.005000,CRITICAL
0.930000,-0.054276,-0.092023,-0.025000,-0.065000,0.002500,CRITICAL
0.940000,-0.190304,0.024694,-0.195000,-0.090000,-0.027500,CRITICAL
0.950000,-0.317610,0.193421,-0.305000,-0.065000,-0.055000,CRITICAL
0.960000,-0.427193,0.123393,-0.400000,-0.150000,-0.062500,CRITICAL
0.970000,-0.514238,0.137371,-0.505000,-0.170000,-0.090000,CRITICAL
0.980000,-0.593206,0.094364,-0.610000,-0.120000,-0.085000,CRITICAL
0.990000,-0.668584,0.155560,-0.680000,-0.175000,-0.087500,CRITICAL
1.000000,-0.725093,0.315236,-0.740000,-0.140000,-0.070000,CRITICAL
1.010000,-0.752601,0.389645,-0.760000,-0.135000,-0.087500,CRITICAL
1.020000,-0.738523,0.426156,-0.740000,-0.195000,-0.080000,CRITICAL
1.030000,-0.674176,0.431986,-0.650000,-0.140000,-0.087500,CRITICAL
1.040000,-0.571812,0.245793,-0.610000,-0.110000,-0.070000,CRITICAL
