timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,0.081414,-0.005971,0.075000,0.070000,-0.007500,NORMAL
0.010000,0.096074,-0.023705,0.120000,0.055000,0.012500,NORMAL
0.020000,0.109844,-0.042673,0.120000,0.070000,0.000000,NORMAL
0.030000,0.121439,-0.043767,0.135000,0.050000,0.012500,NORMAL
0.040000,0.128575,-0.062020,0.130000,0.030000,0.007500,NORMAL
0.050000,0.130209,-0.049200,0.155000,0.055000,-0.000000,NORMAL
0.060000,0.126079,-0.060327,0.150000,0.045000,0.012500,NORMAL
0.070000,0.116765,-0.051685,0.120000,0.055000,-0.005000,NORMAL
0.080000,0.104424,-0.005979,0.095000,0.055000,0.015000,NORMAL
0.090000,0.089363,-0.032904,0.120000,0.060000,-0.017500,NORMAL
0.100000,0.072385,0.004711,0.055000,0.040000,0.007500,NORMAL
0.110000,0.056832,0.053521,0.075000,0.060000,0.002500,NORMAL
0.120000,0.045090,0.047479,0.025000,0.075000,-0.010000,NORMAL
0.130000,0.038640,0.064944,0.080000,0.070000,0.007500,NORMAL
0.140000,0.038996,0.052319,0.060000,0.040000,-0.005000,NORMAL
0.150000,0.044977,0.032455,0.040000,0.050000,0.012500,NORMAL
0.160000,0.054731,0.047262,0.060000,0.035000,0.007500,NORMAL
0.170000,0.067500,0.002579,0.085000,0.055000,-0.000000,NORMAL
0.180000,0.081143,-0.012942,0.050000,0.030000,0.015000,NORMAL
0.190000,0.093186,-0.008477,0.070000,0.070000,0.005000,NORMAL
0.200000,0.102947,-0.037300,0.115000,0.050000,-0.010000,NORMAL
0.210000,0.111426,-0.019211,0.115000,0.055000,-0.005000,NORMAL
0.220000,0.119070,-0.096120,0.130000,0.080000,0.002500,NORMAL
0.230000,0.124556,-0.013224,0.135000,0.075000,-0.007500,NORMAL
0.240000,0.125337,-0.027979,0.130000,0.065000,0.012500,NORMAL
0.250000,0.119609,-0.071156,0.140000,0.090000,0.005000,NORMAL
0.260000,0.108918,-0.015494,0.135000,0.055000,0.010000,NORMAL
0.270000,0.096798,0.004423,0.095000,0.065000,0.000000,NORMAL
0.280000,0.086457,-0.013214,0.105000,0.060000,-0.007500,NORMAL
0.290000,0.078735,0.006746,0.080000,0.060000,0.007500,NORMAL
