timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,-0.077617,0.027822,-0.075000,-0.015000,0.002500,NORMAL
0.010000,-0.082090,0.055110,-0.090000,-0.045000,-0.007500,NORMAL
0.020000,-0.082664,0.072887,-0.075000,-0.005000,-0.007500,NORMAL
0.030000,-0.080124,0.026262,-0.075000,-0.045000,-0.015000,NORMAL
0.040000,-0.073857,0.031339,-0.070000,-0.035000,-0.007500,NORMAL
0.050000,-0.063019,0.045656,-0.075000,-0.050000,-0.010000,NORMAL
0.060000,-0.048939,0.000205,-0.055000,-0.030000,-0.005000,NORMAL
0.070000,-0.033814,-0.005222,-0.030000,-0.040000,-0.005000,NORMAL
0.080000,-0.020181,-0.068863,-0.040000,-0.025000,0.010000,NORMAL
0.090000,-0.009974,-0.047174,0.015000,-0.005000,0.007500,NORMAL
0.100000,-0.004289,-0.065922,-0.000000,-0.025000,-0.000000,NORMAL
0.110000,-0.004646,-0.077373,-0.000000,-0.055000,0.012500,NORMAL
0.120000,-0.010804,-0.045559,-0.025000,-0.055000,-0.002500,NORMAL
0.130000,-0.022040,-0.061175,-0.025000,-0.050000,-0.002500,NORMAL
0.140000,-0.037679,-0.021674,-0.045000,-0.010000,-0.010000,NORMAL
0.150000,-0.053947,0.006841,-0.075000,-0.050000,-0.007500,NORMAL
0.160000,-0.067461,-0.036087,-0.080000,-0.080000,0.020000,NORMAL
0.170000,-0.078753,0.035258,-0.060000,-0.055000,-0.015000,NORMAL
0.180000,-0.088275,0.046120,-0.100000,-0.040000,-0.010000,NORMAL
0.190000,-0.093839,0.062737,-0.090000,-0.060000,-0.005000,NORMAL
0.200000,-0.093694,0.050032,-0.080000,-0.030000,-0.022500,NORMAL
0.210000,-0.088345,0.061963,-0.095000,-0.030000,0.000000,NORMAL
0.220000,-0.079841,0.020414,-0.075000,-0.055000,0.002500,NORMAL
0.230000,-0.069685,-0.009663,-0.070000,-0.025000,-0.000000,NORMAL
0.240000,-0.057496,0.027040,-0.060000,-0.055000,-0.012500,NORMAL
0.250000,-0.042907,0.043464,-0.025000,-0.015000,-0.010000,NORMAL
0.260000,-0.026299,0.001736,-0.030000,-0.050000,-0.005000,NORMAL
0.270000,-0.009075,-0.031325,-0.040000,-0.015000,0.005000,NORMAL
0.280000,0.005008,-0.053282,-0.010000,-0.040000,0.017500,NORMAL
