timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,-0.055918,0.078524,-0.065000,0.060000,-0.020000,WARNING
0.010000,-0.051917,0.095709,-0.020000,0.035000,0.002500,WARNING
0.020000,-0.032127,0.099477,-0.015000,0.060000,-0.012500,WARNING
0.030000,0.001825,0.065038,0.020000,0.030000,0.007500,WARNING
0.040000,0.042401,-0.001185,0.045000,0.010000,0.002500,WARNING
0.050000,0.084653,-0.014602,0.120000,0.045000,-0.005000,WARNING
0.060000,0.124470,-0.056756,0.160000,0.040000,0.017500,WARNING
0.070000,0.159131,-0.075069,0.165000,0.060000,-0.002500,WARNING
0.080000,0.190692,-0.058490,0.180000,0.065000,0.027500,WARNING
0.090000,0.213289,-0.136311,0.260000,0.075000,-0.012500,WARNING
0.100000,0.222775,-0.075475,0.205000,0.050000,0.025000,WARNING
0.110000,0.225428,0.010189,0.250000,0.085000,0.020000,WARNING
0.120000,0.225136,-0.000907,0.200000,0.100000,0.002500,WARNING
0.130000,0.224116,0.011050,0.280000,0.095000,0.027500,WARNING
0.140000,0.226916,-0.028852,0.255000,0.055000,0.010000,WARNING
0.150000,0.229847,-0.056535,0.225000,0.075000,0.032500,WARNING
0.160000,0.228576,-0.003510,0.235000,0.050000,0.027500,WARNING
0.170000,0.224594,-0.049248,0.250000,0.075000,0.015000,WARNING
0.180000,0.215129,-0.064003,0.175000,0.040000,0.032500,WARNING
0.190000,0.196560,-0.024549,0.170000,0.085000,0.017500,WARNING
0.200000,0.172085,-0.004462,0.190000,0.055000,-0.007500,WARNING
0.210000,0.150961,0.074582,0.155000,0.060000,-0.002500,WARNING
0.220000,0.139512,-0.041657,0.155000,0.085000,0.007500,WARNING
0.230000,0.136033,0.034925,0.150000,0.075000,-0.007500,WARNING
0.240000,0.132475,-0.026284,0.140000,0.065000,0.017500,WARNING
0.250000,0.121742,-0.071705,0.150000,0.100000,0.007500,WARNING
0.260000,0.107916,0.073784,0.140000,0.050000,0.012500,WARNING
0.270000,0.101425,0.146326,0.095000,0.065000,0.002500,WARNING
0.280000,0.110667,0.100364,0.140000,0.060000,-0.007500,WARNING
0.290000,0.134560,0.065904,0.140000,0.065000,0.017500,WARNING
0.300000,0.164987,-0.019866,0.160000,0.090000,-0.002500,WARNING
0.310000,0.196766,-0.081145,0.210000,0.035000,0.007500,WARNING
0.320000,0.224286,-0.106773,0.215000,0.060000,0.012500,WARNING
0.330000,0.242950,-0.084896,0.255000,0.090000,0.012500,WARNING
0.340000,0.252483,-0.106655,0.235000,0.070000,0.015000,WARNING
0.350000,0.253756,-0.081280,0.270000,0.095000,0.020000,WARNING
0.360000,0.249792,-0.069401,0.260000,0.080000,0.020000,WARNING
0.370000,0.242070,-0.084145,0.265000,0.080000,0.017500,WARNING
0.380000,0.230906,-0.039957,0.240000,0.050000,0.025000,WARNING
0.390000,0.215949,-0.001496,0.200000,0.110000,0.035000,WARNING
0.400000,0.193687,-0.027407,0.200000,0.090000,0.015000,WARNING
0.410000,0.166253,-0.099747,0.190000,0.080000,0.027500,WARNING
0.420000,0.134433,-0.041817,0.145000,0.045000,0.007500,WARNING
0.430000,0.097274,-0.001425,0.130000,0.020000,0.017500,WARNING
0.440000,0.064079,0.143889,0.045000,0.035000,0.002500,WARNING
0.450000,0.045212,0.095011,0.040000,0.040000,0.005000,WARNING
0.460000,0.042404,0.166422,0.050000,0.070000,0.007500,WARNING
0.470000,0.051261,0.044923,0.050000,0.065000,0.000000,WARNING
0.480000,0.069915,0.056159,0.095000,0.080000,0.022500,WARNING
0.490000,0.093304,0.023599,0.080000,0.050000,0.002500,WARNING
0.500000,0.113764,-0.042292,0.110000,0.040000,-0.005000,WARNING
0.510000,0.129437,-0.003307,0.110000,0.055000,0.002500,WARNING
0.520000,0.139602,-0.032884,0.145000,0.050000,0.020000,WARNING
0.530000,0.148375,0.030861,0.150000,0.055000,0.015000,WARNING
0.540000,0.159892,-0.062447,0.130000,0.070000,0.020000,WARNING
0.550000,0.166918,-0.052010,0.165000,0.060000,0.032500,WARNING
0.560000,0.165367,0.017491,0.190000,0.070000,0.012500,WARNING
0.570000,0.163348,0.105665,0.170000,0.055000,0.012500,WARNING
0.580000,0.165160,-0.017817,0.170000,0.090000,0.017500,WARNING
0.590000,0.167247,-0.060542,0.210000,0.080000,0.017500,WARNING
0.600000,0.164022,0.018260,0.140000,0.070000,0.005000,WARNING
0.610000,0.158802,0.017062,0.155000,0.070000,0.002500,WARNING
0.620000,0.158533,-0.029715,0.125000,0.050000,0.025000,WARNING
0.630000,0.157838,-0.050897,0.155000,0.075000,0.012500,WARNING
0.640000,0.150647,-0.014976,0.120000,0.095000,0.010000,WARNING
0.650000,0.140299,-0.057667,0.140000,0.105000,0.007500,WARNING
0.660000,0.127998,-0.072676,0.155000,0.045000,0.000000,WARNING
0.670000,0.108896,-0.013621,0.110000,0.060000,0.030000,WARNING
0.680000,0.082950,0.067698,0.095000,0.050000,0.017500,WARNING
0.690000,0.059883,0.103376,0.035000,0.050000,0.022500,WARNING
0.700000,0.051927,0.109479,0.030000,0.105000,0.022500,WARNING
0.710000,0.058307,0.094973,0.050000,0.075000,-0.002500,WARNING
0.720000,0.070914,-0.017700,0.060000,0.035000,0.017500,WARNING
0.730000,0.085992,-0.033315,0.140000,0.060000,0.002500,WARNING
0.740000,0.100076,0.032495,0.085000,0.050000,0.002500,WARNING
0.750000,0.110712,0.041575,0.095000,0.050000,0.015000,WARNING
0.760000,0.122201,0.078755,0.105000,0.055000,0.005000,WARNING
0.770000,0.138284,0.008782,0.120000,0.100000,0.002500,WARNING
0.780000,0.152766,-0.019701,0.155000,0.075000,0.017500,WARNING
0.790000,0.161317,0.009342,0.145000,0.070000,0.007500,WARNING
0.800000,0.168608,-0.046516,0.150000,0.045000,0.015000,WARNING
0.810000,0.178344,-0.081445,0.170000,0.095000,0.012500,WARNING
0.820000,0.184368,-0.079026,0.195000,0.110000,0.022500,WARNING
0.830000,0.179579,-0.074618,0.155000,0.090000,0.020000,WARNING
0.840000,0.165908,-0.055954,0.160000,0.090000,0.032500,WARNING
0.850000,0.143710,-0.059861,0.155000,0.065000,0.022500,WARNING
0.860000,0.109788,-0.044520,0.155000,0.065000,0.005000,WARNING
0.870000,0.068692,-0.027364,0.055000,0.045000,-0.020000,WARNING
0.880000,0.027815,0.083852,0.030000,0.050000,-0.000000,WARNING
0.890000,-0.006356,0.122760,0.005000,0.085000,0.005000,WARNING
0.900000,-0.026871,0.063325,-0.015000,0.065000,0.002500,WARNING
0.910000,-0.035665,0.093179,-0.015000,0.075000,0.000000,WARNING
0.920000,-0.038188,0.044114,-0.055000,0.060000,0.010000,WARNING
0.930000,-0.036441,0.043158,-0.080000,0.030000,-0.020000,WARNING
0.940000,-0.033050,0.022047,-0.030000,0.045000,0.002500,WARNING
0.950000,-0.025926,0.056831,-0.020000,0.075000,-0.010000,WARNING
0.960000,-0.010627,0.115863,-0.035000,0.070000,-0.002500,WARNING
0.970000,0.006808,-0.051770,0.010000,0.075000,0.010000,WARNING
0.980000,0.016098,-0.059767,-0.010000,0.035000,-0.005000,WARNING
0.990000,0.019380,-0.003948,0.005000,0.110000,0.002500,WARNING
1.000000,0.022502,-0.081570,-0.010000,0.035000,-0.002500,WARNING
1.010000,0.023599,0.017584,0.000000,0.065000,0.005000,WARNING
1.020000,0.025549,0.059518,0.030000,0.035000,-0.005000,WARNING
1.030000,0.033316,0.050357,0.025000,0.035000,-0.012500,WARNING
1.040000,0.043253,0.017985,0.050000,0.090000,0.027500,WARNING
1.050000,0.051054,-0.038773,0.055000,0.065000,0.030000,WARNING
1.060000,0.058750,0.015692,0.070000,0.090000,0.005000,WARNING
1.070000,0.068061,-0.013358,0.045000,0.070000,0.012500,WARNING
1.080000,0.072389,-0.118462,0.065000,0.060000,0.022500,WARNING
1.090000,0.068020,0.002152,0.085000,0.105000,0.015000,WARNING
1.100000,0.063496,0.025593,0.075000,0.075000,0.010000,WARNING
1.110000,0.066118,0.069511,0.045000,0.060000,0.005000,WARNING
1.120000,0.075949,0.069969,0.035000,0.035000,0.002500,WARNING
1.130000,0.093827,0.023274,0.095000,0.055000,0.020000,WARNING
1.140000,0.114204,-0.023458,0.115000,0.050000,0.010000,WARNING
1.150000,0.126924,-0.059340,0.130000,0.090000,0.020000,WARNING
1.160000,0.130822,-0.031476,0.090000,0.075000,0.032500,WARNING
1.170000,0.127854,-0.012165,0.120000,0.090000,0.015000,WARNING
1.180000,0.121132,-0.002065,0.135000,0.105000,-0.005000,WARNING
1.190000,0.117250,0.089606,0.110000,0.070000,0.025000,WARNING
1.200000,0.118398,0.026658,0.105000,0.065000,0.032500,WARNING
1.210000,0.122784,-0.063329,0.125000,0.080000,0.007500,WARNING
1.220000,0.126512,-0.031124,0.100000,0.115000,0.020000,WARNING
1.230000,0.125362,-0.050590,0.160000,0.075000,0.015000,WARNING
1.240000,0.117514,-0.048793,0.120000,0.090000,0.030000,WARNING
1.250000,0.099925,-0.036871,0.070000,0.080000,0.010000,WARNING
1.260000,0.070894,-0.039277,0.120000,0.105000,0.012500,WARNING
1.270000,0.035719,-0.020362,0.040000,0.055000,0.002500,WARNING
1.280000,0.002297,0.060674,-0.020000,0.090000,0.017500,WARNING
1.290000,-0.026312,0.017959,-0.025000,0.080000,0.012500,WARNING
1.300000,-0.051240,0.033332,-0.060000,0.050000,0.000000,WARNING
1.310000,-0.074024,0.090165,-0.075000,0.045000,0.017500,WARNING
1.320000,-0.089587,0.093226,-0.095000,0.045000,-0.005000,WARNING
1.330000,-0.092560,0.094721,-0.110000,0.015000,-0.022500,WARNING
1.340000,-0.084737,0.140940,-0.080000,0.040000,0.002500,WARNING
1.350000,-0.068212,0.085800,-0.080000,0.035000,0.005000,WARNING
1.360000,-0.044820,0.058334,-0.050000,0.045000,-0.020000,WARNING
1.370000,-0.018153,-0.010960,-0.050000,0.075000,-0.002500,WARNING
1.380000,0.006805,-0.024777,0.010000,0.060000,0.005000,WARNING
