timestamp,true_displacement,vibration,optical_x,optical_y,optical_rotation,scenario
0.000000,-0.089274,0.035934,-0.085000,-0.005000,0.002500,WARNING
0.010000,-0.109677,0.072919,-0.120000,-0.045000,-0.012500,WARNING
0.020000,-0.125498,0.103875,-0.120000,0.010000,-0.015000,WARNING
0.030000,-0.138534,0.062792,-0.135000,-0.045000,-0.027500,WARNING
0.040000,-0.144185,0.104440,-0.140000,-0.035000,-0.017500,WARNING
0.050000,-0.136063,0.139108,-0.155000,-0.060000,-0.020000,WARNING
0.060000,-0.115639,0.063451,-0.125000,-0.035000,-0.015000,WARNING
0.070000,-0.087619,0.034066,-0.080000,-0.045000,-0.010000,WARNING
0.080000,-0.058429,-0.090840,-0.080000,-0.025000,0.010000,WARNING
0.090000,-0.033009,-0.090912,-0.005000,0.005000,0.007500,WARNING
0.100000,-0.014180,-0.142278,-0.010000,-0.015000,-0.002500,WARNING
0.110000,-0.007762,-0.158342,-0.000000,-0.055000,0.017500,WARNING
0.120000,-0.014117,-0.103067,-0.030000,-0.060000,-0.005000,WARNING
0.130000,-0.032919,-0.121684,-0.040000,-0.055000,-0.002500,WARNING
0.140000,-0.064942,-0.041926,-0.075000,-0.000000,-0.017500,WARNING
0.150000,-0.099336,0.014491,-0.130000,-0.055000,-0.015000,WARNING
0.160000,-0.126528,-0.067972,-0.145000,-0.095000,0.020000,WARNING
0.170000,-0.151557,0.025601,-0.125000,-0.065000,-0.027500,WARNING
0.180000,-0.178448,0.058607,-0.195000,-0.045000,-0.025000,WARNING
0.190000,-0.200031,0.102690,-0.195000,-0.070000,-0.017500,WARNING
0.200000,-0.209562,0.086059,-0.190000,-0.040000,-0.040000,WARNING
0.210000,-0.207811,0.105995,-0.215000,-0.030000,-0.010000,WARNING
0.220000,-0.200550,0.065933,-0.195000,-0.070000,-0.010000,WARNING
0.230000,-0.190796,0.056101,-0.195000,-0.030000,-0.012500,WARNING
0.240000,-0.173861,0.132868,-0.180000,-0.070000,-0.030000,WARNING
0.250000,-0.144899,0.157229,-0.125000,-0.015000,-0.022500,WARNING
0.260000,-0.102004,0.071299,-0.105000,-0.060000,-0.015000,WARNING
0.270000,-0.047632,-0.032794,-0.085000,-0.010000,0.002500,WARNING
0.280000,0.005740,-0.130562,-0.015000,-0.035000,0.025000,WARNING
0.290000,0.042642,-0.169161,0.040000,-0.050000,-0.002500,WARNING
0.300000,0.057286,-0.155223,0.070000,-0.030000,0.002500,WARNING
0.310000,0.054195,-0.133062,0.040000,-0.030000,-0.002500,WARNING
0.320000,0.038545,-0.052419,0.065000,-0.055000,0.010000,WARNING
0.330000,0.014708,-0.027222,-0.020000,-0.025000,-0.010000,WARNING
0.340000,-0.010828,0.000833,-0.025000,-0.065000,0.005000,WARNING
0.350000,-0.035962,0.055670,-0.035000,-0.070000,0.012500,WARNING
0.360000,-0.059828,0.006187,-0.065000,-0.045000,-0.010000,WARNING
0.370000,-0.079609,-0.022855,-0.095000,-0.040000,-0.002500,WARNING
0.380000,-0.098800,0.051147,-0.085000,-0.075000,-0.007500,WARNING
0.390000,-0.116090,0.096720,-0.140000,-0.050000,-0.020000,WARNING
0.400000,-0.119064,0.202135,-0.130000,-0.030000,-0.015000,WARNING
0.410000,-0.103356,0.105288,-0.110000,-0.055000,-0.012500,WARNING
0.420000,-0.077378,0.005933,-0.110000,-0.065000,-0.020000,WARNING
0.430000,-0.055583,-0.122254,-0.060000,-0.025000,-0.015000,WARNING
0.440000,-0.048611,-0.162878,-0.045000,-0.015000,0.007500,WARNING
0.450000,-0.056537,-0.148943,-0.055000,-0.055000,-0.005000,WARNING
0.460000,-0.071330,-0.001244,-0.050000,-0.050000,-0.012500,WARNING
0.470000,-0.082027,0.125680,-0.095000,-0.065000,0.000000,WARNING
0.480000,-0.082211,0.108986,-0.065000,-0.045000,-0.000000,WARNING
